product_id,product_name,category,brand,unit_price,currency,active_flag
P000935,Dining Table,Home,Dyson,881.17,USD,Y
P000936,Dress,Clothing,Adidas,183.59,GBP,Y
P000937,Face Cream,Beauty,L'Oreal,70.03,EUR,Y
P000938,Dumbbells,Sports,Puma,605.78,USD,Y
P000939,Lipstick,Beauty,L'Oreal,168.78,GBP,Y
P000940,Shampoo,Beauty,Dove,137.74,USD,Y
P000941,Jacket,Clothing,Adidas,343.21,USD,N
P000942,Keyboard,Electronics,LG,716.6,EUR,Y
P000943,Desk,Home,Bosch,199.02,USD,Y
P000944,Monitor,Electronics,LG,1343.0,USD,Y
P000945,Sneakers,Clothing,Adidas,145.77,GBP,Y
P000946,Smartphone,Electronics,Apple,536.36,EUR,N
P000947,Chair,Home,Dyson,1312.72,EUR,Y
P000948,Desk,Home,Bosch,230.99,USD,Y
P000949,Shampoo,Beauty,L'Oreal,10.96,USD,Y
P000950,Keyboard,Electronics,Lenovo,996.38,EUR,N
P000951,Jeans,Clothing,Nike,83.68,USD,Y
P000952,Perfume,Beauty,Dove,221.45,USD,Y
P000953,Perfume,Beauty,Garnier,84.11,EUR,Y
P000954,Chair,Home,Siemens,258.92,GBP,Y
P000955,Face Cream,Beauty,Garnier,130.62,GBP,Y
P000956,Jeans,Clothing,Nike,152.04,EUR,Y
P000957,Shampoo,Beauty,L'Oreal,95.44,GBP,Y
P000958,Mouse,Electronics,LG,2168.68,GBP,N
P000959,Smartphone,Electronics,Lenovo,788.97,EUR,N
P000960,Smartphone,Electronics,LG,1217.32,EUR,Y
P000961,Shampoo,Beauty,Dove,161.8,USD,Y
P000962,Shampoo,Beauty,Maybelline,155.51,USD,Y
P000963,Headphones,Electronics,Apple,159.15,USD,Y
P000964,Monitor,Electronics,LG,988.86,USD,Y
P000965,Running Shoes,Sports,Nike,387.53,USD,Y
P000966,Coffee Machine,Home,Philips,530.39,EUR,N
P000967,Running Shoes,Sports,Adidas,660.53,GBP,Y
P000968,Football,Sports,Garmin,147.39,USD,N
P000969,Perfume,Beauty,Maybelline,111.57,EUR,Y
P000970,Laptop,Electronics,LG,53.25,EUR,Y
P000971,Chair,Home,Siemens,270.15,USD,Y
P000972,Body Lotion,Beauty,Garnier,67.31,USD,Y
P000973,Smartphone,Electronics,Sony,1422.82,GBP,Y
P000974,Smartphone,Electronics,Lenovo,685.54,USD,Y
P000975,Football,Sports,Puma,353.22,GBP,N
P000976,Mouse,Electronics,Dell,1610.45,GBP,Y
P000977,Running Shoes,Sports,Garmin,186.19,USD,Y
P000978,Jacket,Clothing,Nike,145.14,EUR,N
P000979,Face Cream,Beauty,Dove,194.2,USD,Y
P000980,Headphones,Electronics,Samsung,1138.59,EUR,Y
P000981,Coffee Machine,Home,Dyson,405.69,EUR,Y
P000982,Lipstick,Beauty,Garnier,153.45,USD,Y
P000983,Vacuum Cleaner,Home,Bosch,484.07,EUR,Y
P000984,Football,Sports,Reebok,358.31,EUR,Y
P000985,Jacket,Clothing,Zara,191.91,GBP,N
P000986,Body Lotion,Beauty,Dove,34.66,EUR,Y
P000987,Desk,Home,Dyson,1396.31,GBP,N
P000988,Dumbbells,Sports,Nike,578.09,EUR,Y
P000989,Jacket,Clothing,Puma,300.98,EUR,Y
P000990,Sneakers,Clothing,Zara,312.78,USD,Y
P000991,Laptop,Electronics,Lenovo,854.32,GBP,Y
P000992,Coffee Machine,Home,IKEA,583.53,EUR,N
P000993,Dining Table,Home,Philips,1335.26,EUR,Y
P000994,Coffee Machine,Home,IKEA,58.16,USD,Y
P000995,Perfume,Beauty,Maybelline,91.08,USD,Y
P000996,Lipstick,Beauty,L'Oreal,11.27,EUR,Y
P000997,Dress,Clothing,Zara,196.37,GBP,Y
P000998,Keyboard,Electronics,Dell,231.51,GBP,Y
P000999,Perfume,Beauty,Garnier,168.71,GBP,Y
P001000,Chair,Home,Siemens,720.61,USD,Y
